uid,topic,level,objective
1784,Décrire sa maison,C2,
1785,Parler de projets,C2,
1786,Parler de projets,C2,
1787,Donner des descriptions,C2,
1788,Bavarder à l'école,C2,
1789,Faire des comparaisons,C2,
1790,Faire des comparaisons,C2,
1791,Faire des comparaisons,C2,
1792,Faire des comparaisons,C2,
1793,Parler de l'avenir,C2,
1794,Exprimer son opinion,C2,
1795,Exprimer son opinion,C2,
1796,Parler de festivals,C2,
1797,Parler de la nature,C2,
1798,Parler de sujets de santé,C2,
1799,Parler de sujets de santé,C2,
1800,Parler de temps libre,C2,
1801,Parler de temps libre,C2,
1802,Mentionner ce qu'on a pour le petit-déjeuner,C2,
1803,Décrire des meubles,C2,
1804,Rumorer sur les autres,C2,
1805,Indiquer des quantités,C2,
1806,Parler d'accidents,C2,
1807,Donner des conseils,C2,
1808,Donner des conseils,C2,
1809,Donner des conseils,C2,
1810,Donner des conseils,C2,
1811,Acheter des vêtements,C2,
1812,Parler de professions,C2,
1813,Parler de professions,C2,
1814,Parler de professions,C2,
1815,Parler de sa santé,C2,
1816,Parler de sa santé,C2,
1817,Participer en classe,C2,
1818,Participer en classe,C2,
1819,Participer en classe,C2,
1820,Participer en classe,C2,
1821,Participer en classe,C2,
1822,Parler de lieux,C2,
1823,Parler de lieux,C2,
1824,Parler de lieux,C2,
1825,Interagir socialement,C2,
1826,Interagir socialement,C2,
1827,Interagir socialement,C2,
1828,Interagir socialement,C2,
1829,Interagir socialement,C2,
1830,Interagir socialement,C2,
1831,Décrire des maladies,C2,
1832,Chercher un logement,C2,
1833,Identifier des ingrédients,C2,
1834,Analyser des professions,C2,
1835,Analyser des professions,C2,
1836,Analyser des professions,C2,
1837,Décrire un mariage,C2,
1838,Décrire un mariage,C2,
1839,Parler de souvenirs,C2,
1840,Décrire un voyage,C2,
1841,Décrire un voyage,C2,
1842,Parler d'animaux,C2,
1843,Parler de la romance,C2,
1844,Assister à un entretien,C2,
1845,Assister à un entretien,C2,
1846,Assister à un entretien,C2,
1847,Participer à un débat,C2,
1848,Raconter un rêve,C2,
1849,Raconter un voyage,C2,
1850,Raconter une aventure,C2,
1851,Parler de ses études,C2,
1852,Décrire un déménagement,C2,
1853,Décrire un déménagement,C2,
1854,Exprimer la surprise,C2,
1855,Exprimer la surprise,C2,
1856,Exprimer la surprise,C2,
1857,Parler de la technologie,C2,
1858,Effectuer des transactions,C2,
1859,Décrire la géographie,C2,
1860,Décrire la géographie,C2,
1861,Parler de crimes,C2,
1862,Parler de loisirs,C2,
1863,Parler de loisirs,C2,
1864,Faire du shopping,C2,
1865,Raconter des anecdotes,C2,
1866,Exprimer la gratitude,C2,
1867,Parler d'intérêts,C2,
1868,Parler d'intérêts,C2,
1869,Engager une conversation,C2,
1870,Raconter son dernier voyage,C2,
1871,Raconter son dernier voyage,C2,
1872,Rencontrer des amis,C2,
1873,Rencontrer des amis,C2,
1874,Parler de ses parents,C2,
1875,Faire une réclamation,C2,
1876,Donner des suggestions,C2,
1877,Donner des suggestions,C2,
1878,Donner des suggestions,C2,
1879,S'excuser,C2,
1880,S'excuser,C2,
1881,S'excuser,C2,
1882,S'excuser,C2,
1883,Emmener sa voiture au garage,C2,
1884,Donner son opinion sur la nourriture,C2,
1885,Consulter son médecin,C2,
1886,Parler de sa vie scolaire,C2,
1887,Planifier une fête,C2,
1888,Planifier une fête,C2,
1889,Parler du trafic,C2,
1890,Parler du trafic,C2,
1891,Parler du trafic,C2,
1892,Parler du trafic,C2,
1893,Décrire la nature,C2,
1894,Décrire la nature,C2,
1895,Parler du monde du travail,C2,
1896,Décrire des lieux,C2,
1897,Parler de célébrités,C2,
1898,Parler de célébrités,C2,
1899,Parler de nourriture,C2,
1900,Rendre un article,C2,
1901,Faire une annonce,C2,
1902,Faire une annonce,C2,
1903,Faire une annonce,C2,
1904,Décrire son domicile,C2,
1905,Décrire son domicile,C2,
1906,Exprimer la peur,C2,
1907,Exprimer la peur,C2,
1908,Exprimer la peur,C2,
1909,Exprimer la peur,C2,
1910,Exprimer la peur,C2,
1911,Utiliser Internet,C2,
1912,Utiliser Internet,C2,
1913,Parler d'art,C2,
1914,Parler d'art,C2,
1915,Parler d'art,C2,
1916,Dîner dans un restaurant,C2,
1917,Parler de l'environnement,C2,
1918,Comparer des offres,C2,
1919,Donner son opinion sur le sport,C2,
1920,Collaborer au bureau,C2,
1921,Résoudre des problèmes,C2,
1922,Parler des nouvelles,C2,
1923,Exprimer des souhaits,C2,
1924,Donner et demander la permission,C2,
1925,Parler de déménagements,C2,
1926,Parler du jardinage,C2,
1927,Planifier un voyage,C2,
1928,Parler de la politique,C2,
1929,Parler de la politique,C2,
1930,Prédire la météo,C2,
1931,Prédire la météo,C2,
1932,Prédire la météo,C2,
1933,Avertir des risques,C2,
1934,Parler de tâches,C2,
1935,Parler de tâches,C2,
1936,Parler de tâches,C2,
1937,Démentir des stéréotypes,C2,
1938,Reconnaître des erreurs,C2,
1939,Reconnaître des erreurs,C2,
1940,Reconnaître des erreurs,C2,
1941,Reconnaître des erreurs,C2,
1942,Reconnaître des erreurs,C2,
1943,Parler d'études,C2,
1944,Se souvenir du passé,C2,
1945,Se souvenir du passé,C2,
1946,Décrire des symptômes,C2,
1947,Décrire des symptômes,C2,
1948,Rumorer,C2,
1949,Rumorer,C2,
1950,Rumorer,C2,
1951,Rumorer,C2,
1952,Rumorer,C2,
1953,Rumorer,C2,
1954,Rumorer,C2,
1955,Rumorer,C2,
1956,Parler de cause et effet,C2,
1957,Consoler quelqu'un,C2,
1958,Maintenir une conversation,C2,
1959,Négocier au travail,C2,
1960,Négocier au travail,C2,
1961,Négocier au travail,C2,
1962,Négocier au travail,C2,
1963,Donner des explications,C2,
1964,Comprendre les actualités locales,C2,
1965,Comprendre les actualités locales,C2,
1966,Parler de changements,C2,
1967,Présenter un contre-argument,C2,
1968,Exprimer la frustration,C2,
1969,Exprimer la frustration,C2,
1970,Exprimer la frustration,C2,
1971,Tirer des conclusions et des déductions,C2,
1972,Voyager dans un parc à thème,C2,
1973,Exprimer la certitude ou l'incertitude,C2,
1974,Exprimer la certitude ou l'incertitude,C2,
1975,Exprimer la certitude ou l'incertitude,C2,
1976,Exprimer des vœux heureux,C2,
1977,Répondre à un ordre ou une demande,C2,
1978,Refuser poliment une offre,C2,
